timestamp,transaction_id,amount,failure_reason,attempts,customer_type,ai_recommendation,ai_confidence,ai_source,policy_action,guardrail_result,policy_reason,final_action,outcome,amount_recovered
2026-09-02T19:55:04.259328,TXN00037,7999.0,bank_declined,1,new,RETRY,0.75,local_fallback,RETRY,ALLOWED,Payment appears suitable for another attempt.,RETRY,RECOVERED,7999.0
2026-09-02T19:55:04.259384,TXN00039,1499.0,card_expired,1,loyal,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,NOT_RECOVERED,0.0
2026-09-02T19:55:04.259384,TXN00043,1999.0,card_expired,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.259384,TXN00046,1499.0,bank_timeout,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.260400,TXN00050,1499.0,bank_declined,1,new,RETRY,0.75,local_fallback,RETRY,ALLOWED,Payment appears suitable for another attempt.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.260400,TXN00056,799.0,insufficient_funds,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.260400,TXN00060,799.0,bank_timeout,4,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.261382,TXN00064,799.0,card_expired,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.261750,TXN00068,799.0,insufficient_funds,2,new,REMINDER,0.84,local_fallback,RETRY,OVERRIDDEN,Payment appears suitable for another attempt.,RETRY,RECOVERED,799.0
2026-09-02T19:55:04.261750,TXN00069,1999.0,bank_declined,3,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.261750,TXN00073,14999.0,insufficient_funds,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.261750,TXN00075,7999.0,card_expired,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.261750,TXN00079,4999.0,bank_declined,3,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.261750,TXN00082,799.0,bank_timeout,1,loyal,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.261750,TXN00085,14999.0,insufficient_funds,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.261750,TXN00090,4999.0,card_expired,2,returning,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,NOT_RECOVERED,0.0
2026-09-02T19:55:04.261750,TXN00094,799.0,card_expired,4,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.262745,TXN00098,9999.0,card_expired,1,returning,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,RECOVERED,9999.0
2026-09-02T19:55:04.262745,TXN00106,14999.0,bank_timeout,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.262745,TXN00108,1999.0,insufficient_funds,3,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.262745,TXN00109,4999.0,bank_declined,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.262745,TXN00110,1499.0,bank_timeout,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.262745,TXN00113,4999.0,card_expired,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.262745,TXN00114,1499.0,bank_declined,1,loyal,RETRY,0.75,local_fallback,RETRY,ALLOWED,Payment appears suitable for another attempt.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.262745,TXN00115,799.0,insufficient_funds,3,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.262745,TXN00119,2999.0,network_error,1,loyal,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.262745,TXN00124,499.0,bank_declined,1,returning,RETRY,0.75,local_fallback,RETRY,ALLOWED,Payment appears suitable for another attempt.,RETRY,RECOVERED,499.0
2026-09-02T19:55:04.262745,TXN00130,799.0,bank_timeout,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.262745,TXN00133,1999.0,card_expired,2,returning,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,RECOVERED,1999.0
2026-09-02T19:55:04.262745,TXN00136,7999.0,card_expired,1,returning,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,NOT_RECOVERED,0.0
2026-09-02T19:55:04.262745,TXN00137,14999.0,bank_declined,3,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.262745,TXN00139,2999.0,network_error,4,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.262745,TXN00141,999.0,network_error,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.263741,TXN00144,4999.0,network_error,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.263741,TXN00145,1999.0,bank_timeout,4,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.263741,TXN00148,4999.0,bank_timeout,2,new,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,4999.0
2026-09-02T19:55:04.263741,TXN00150,1499.0,card_expired,4,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.263741,TXN00153,7999.0,insufficient_funds,1,returning,REMINDER,0.84,local_fallback,RETRY,OVERRIDDEN,Payment appears suitable for another attempt.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.263741,TXN00156,1999.0,card_expired,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.263741,TXN00157,499.0,network_error,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.263741,TXN00160,1499.0,card_expired,2,loyal,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,NOT_RECOVERED,0.0
2026-09-02T19:55:04.263741,TXN00161,9999.0,insufficient_funds,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.263741,TXN00171,14999.0,bank_timeout,3,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.263741,TXN00172,14999.0,bank_timeout,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.263741,TXN00176,9999.0,bank_timeout,1,loyal,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,9999.0
2026-09-02T19:55:04.263741,TXN00181,1999.0,network_error,1,loyal,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,1999.0
2026-09-02T19:55:04.263741,TXN00182,2999.0,card_expired,1,new,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,RECOVERED,2999.0
2026-09-02T19:55:04.263741,TXN00185,1499.0,bank_timeout,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.263741,TXN00186,999.0,network_error,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.263741,TXN00187,1999.0,bank_timeout,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.264738,TXN00189,7999.0,card_expired,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.264899,TXN00191,1999.0,insufficient_funds,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.264899,TXN00194,7999.0,bank_timeout,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.264899,TXN00196,7999.0,bank_declined,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.264899,TXN00197,7999.0,insufficient_funds,1,returning,REMINDER,0.84,local_fallback,RETRY,OVERRIDDEN,Payment appears suitable for another attempt.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.265899,TXN00205,7999.0,bank_timeout,1,loyal,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,7999.0
2026-09-02T19:55:04.265899,TXN00206,14999.0,card_expired,2,loyal,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,RECOVERED,14999.0
2026-09-02T19:55:04.265899,TXN00209,799.0,bank_declined,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.265899,TXN00210,1999.0,insufficient_funds,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.265899,TXN00211,999.0,network_error,2,returning,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,999.0
2026-09-02T19:55:04.265899,TXN00212,7999.0,bank_timeout,2,new,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,7999.0
2026-09-02T19:55:04.265899,TXN00213,2999.0,insufficient_funds,1,returning,REMINDER,0.84,local_fallback,RETRY,OVERRIDDEN,Payment appears suitable for another attempt.,RETRY,RECOVERED,2999.0
2026-09-02T19:55:04.265899,TXN00215,4999.0,insufficient_funds,2,new,REMINDER,0.84,local_fallback,RETRY,OVERRIDDEN,Payment appears suitable for another attempt.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.265899,TXN00219,4999.0,bank_declined,2,loyal,RETRY,0.75,local_fallback,RETRY,ALLOWED,Payment appears suitable for another attempt.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.265899,TXN00228,2999.0,bank_declined,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.266897,TXN00231,9999.0,bank_timeout,2,loyal,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,9999.0
2026-09-02T19:55:04.266897,TXN00232,2999.0,card_expired,1,new,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,RECOVERED,2999.0
2026-09-02T19:55:04.267892,TXN00236,1499.0,card_expired,3,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.267892,TXN00244,9999.0,bank_timeout,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.267892,TXN00245,999.0,bank_declined,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.267892,TXN00249,9999.0,network_error,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.267892,TXN00252,799.0,card_expired,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.267892,TXN00256,499.0,card_expired,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.267892,TXN00257,1999.0,bank_timeout,2,new,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,1999.0
2026-09-02T19:55:04.267892,TXN00258,7999.0,card_expired,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.267892,TXN00268,1999.0,card_expired,1,loyal,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,RECOVERED,1999.0
2026-09-02T19:55:04.267892,TXN00277,799.0,network_error,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.267892,TXN00283,1499.0,bank_timeout,2,returning,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,1499.0
2026-09-02T19:55:04.267892,TXN00284,799.0,network_error,2,new,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.267892,TXN00285,9999.0,network_error,1,loyal,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,9999.0
2026-09-02T19:55:04.267892,TXN00286,2999.0,bank_timeout,1,loyal,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,2999.0
2026-09-02T19:55:04.269890,TXN00289,1499.0,card_expired,1,loyal,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,NOT_RECOVERED,0.0
2026-09-02T19:55:04.270886,TXN00298,7999.0,bank_declined,2,loyal,RETRY,0.75,local_fallback,RETRY,ALLOWED,Payment appears suitable for another attempt.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.270886,TXN00303,999.0,bank_declined,2,returning,RETRY,0.75,local_fallback,RETRY,ALLOWED,Payment appears suitable for another attempt.,RETRY,RECOVERED,999.0
2026-09-02T19:55:04.273586,TXN00307,9999.0,network_error,1,loyal,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,9999.0
2026-09-02T19:55:04.274575,TXN00314,499.0,bank_timeout,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.274575,TXN00315,999.0,bank_declined,1,loyal,RETRY,0.75,local_fallback,RETRY,ALLOWED,Payment appears suitable for another attempt.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.275886,TXN00322,1499.0,insufficient_funds,4,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.276863,TXN00324,1999.0,card_expired,1,returning,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,NOT_RECOVERED,0.0
2026-09-02T19:55:04.276863,TXN00340,14999.0,insufficient_funds,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.276863,TXN00341,1999.0,card_expired,3,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.276863,TXN00344,14999.0,bank_declined,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.276863,TXN00345,7999.0,insufficient_funds,4,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.276863,TXN00347,499.0,bank_timeout,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.276863,TXN00351,14999.0,bank_declined,2,returning,ESCALATE,0.91,local_fallback,ESCALATE,ALLOWED,High-value transaction requires review.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.276863,TXN00352,14999.0,bank_timeout,3,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.276863,TXN00353,2999.0,bank_timeout,4,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00363,999.0,bank_declined,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00368,9999.0,insufficient_funds,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00370,499.0,network_error,1,new,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,499.0
2026-09-02T19:55:04.277858,TXN00385,14999.0,bank_declined,3,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00389,14999.0,bank_declined,2,returning,ESCALATE,0.91,local_fallback,ESCALATE,ALLOWED,High-value transaction requires review.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00390,14999.0,bank_declined,2,returning,ESCALATE,0.91,local_fallback,ESCALATE,ALLOWED,High-value transaction requires review.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00398,999.0,bank_declined,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00403,14999.0,network_error,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00406,1999.0,card_expired,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00408,1499.0,card_expired,2,new,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,NOT_RECOVERED,0.0
2026-09-02T19:55:04.277858,TXN00409,799.0,network_error,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00417,1499.0,insufficient_funds,3,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00426,999.0,network_error,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.277858,TXN00428,9999.0,bank_declined,2,returning,RETRY,0.75,local_fallback,RETRY,ALLOWED,Payment appears suitable for another attempt.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.278903,TXN00440,499.0,network_error,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.278903,TXN00441,1999.0,insufficient_funds,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.278964,TXN00448,2999.0,network_error,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.278964,TXN00449,2999.0,network_error,1,new,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,NOT_RECOVERED,0.0
2026-09-02T19:55:04.278964,TXN00452,1499.0,bank_declined,4,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.278964,TXN00459,499.0,network_error,4,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.278964,TXN00460,7999.0,insufficient_funds,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.278964,TXN00467,7999.0,insufficient_funds,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.278964,TXN00468,499.0,bank_declined,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.278964,TXN00469,2999.0,bank_timeout,2,new,RETRY,0.9,local_fallback,RETRY,ALLOWED,The payment failure may be temporary.,RETRY,RECOVERED,2999.0
2026-09-02T19:55:04.278964,TXN00470,1999.0,card_expired,1,new,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,NOT_RECOVERED,0.0
2026-09-02T19:55:04.279963,TXN00471,999.0,insufficient_funds,1,loyal,REMINDER,0.88,local_fallback,REMINDER,ALLOWED,Loyal customer may retry after funds are available.,REMINDER,RECOVERED,999.0
2026-09-02T19:55:04.279963,TXN00479,1999.0,bank_timeout,3,returning,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.279963,TXN00481,7999.0,network_error,3,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.279963,TXN00484,2999.0,card_expired,1,returning,REMINDER,0.97,local_fallback,REMINDER,ALLOWED,Customer needs to update their payment method.,REMINDER,NOT_RECOVERED,0.0
2026-09-02T19:55:04.279963,TXN00490,4999.0,network_error,4,new,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
2026-09-02T19:55:04.279963,TXN00492,1499.0,insufficient_funds,2,returning,REMINDER,0.84,local_fallback,RETRY,OVERRIDDEN,Payment appears suitable for another attempt.,RETRY,RECOVERED,1499.0
2026-09-02T19:55:04.280962,TXN00494,799.0,bank_declined,4,loyal,ESCALATE,0.98,local_fallback,ESCALATE,ALLOWED,Maximum retry attempts reached.,ESCALATE,ESCALATED,0.0
